date,WS MAX KM,TEMP MIN DEG,TEMP MAX DEG,RH MIN %,RH MAX %,RAIN SUM MM,Weather COLD/HOT,Weather Rainfall,Wind State,PM25
1/19/2017,20.9,11.3,30,32,80.8,0,COLD,DRY,Calm,240
1/20/2017,15.8,9.3,29.7,27.2,80.8,0,COLD,DRY,Calm,257
1/21/2017,23.4,9.6,28.7,32,81.3,0,COLD,DRY,Calm,242
1/22/2017,18,11.2,30.1,31.3,81.4,0,COLD,DRY,Calm,265
1/23/2017,20.2,11.3,29.7,31.2,81.9,0,COLD,DRY,Calm,263
1/24/2017,14.8,12.2,29.9,31.8,81.5,0,COLD,DRY,Calm,262
1/25/2017,16.6,13,33.1,24.8,82.7,0,COLD,DRY,Calm,306
1/26/2017,10.1,13.1,34.1,21.9,80.2,0,COLD,DRY,Calm,282
1/27/2017,9.7,15.3,28.8,46.4,85.2,0,COLD,DRY,Calm,320
1/28/2017,15.1,16.6,30.6,38.6,82.9,0,COLD,DRY,Calm,243
1/29/2017,19.1,12.5,28.1,35.8,83.3,0,COLD,DRY,Calm,176
1/30/2017,22.3,11.9,28.3,34.6,82.1,0,COLD,DRY,Calm,189
1/31/2017,18.4,11.7,29,33.8,80.4,0,COLD,DRY,Calm,232
2/1/2017,14,14.3,31,33.6,80.9,0,COLD,DRY,Calm,256
2/2/2017,15.1,13.7,29.6,23.7,83.7,0,COLD,DRY,Calm,229
2/3/2017,16.2,11.6,26.9,37.4,81.8,0,COLD,DRY,Calm,282
2/4/2017,20.2,14.5,32.2,28.1,100,0,COLD,DRY,Calm,228
2/5/2017,16.2,14,35.1,24.5,80.1,0,COLD,DRY,Calm,186
2/6/2017,16.6,14.9,34.1,25.2,82.3,0,COLD,DRY,Calm,219
2/7/2017,20.5,15.2,32.3,28.2,79.7,0,COLD,DRY,Calm,188
2/8/2017,22.7,13.6,30.9,24.2,79.7,0,COLD,DRY,Calm,201
2/9/2017,19.8,11.8,31.4,21.5,81.5,0,COLD,DRY,Calm,208
2/10/2017,13.3,13.3,32.9,25.7,80.2,0,COLD,DRY,Calm,294
2/11/2017,15.1,16.4,32.2,32.2,80.6,0,COLD,DRY,Calm,234
2/12/2017,13,17,32.4,30.9,77.8,0,COLD,DRY,Calm,187
2/13/2017,12.2,15.7,32.2,27.7,79.4,0,COLD,DRY,Calm,225
2/14/2017,9.4,16.4,32.3,31.6,79.7,0,COLD,DRY,Calm,271
2/15/2017,15.8,16.2,31.9,25.9,84.3,0,COLD,DRY,Calm,244
2/16/2017,15.8,14,32.5,23.9,81.7,0,COLD,DRY,Calm,231
2/17/2017,15.8,14.3,33.5,19.6,78.2,0,COLD,DRY,Calm,240
2/18/2017,13.3,15.1,33.6,26,78.3,0,COLD,DRY,Calm,264
2/19/2017,12.6,17.7,33.6,29.8,79.9,0,COLD,DRY,Calm,313
2/20/2017,27,20,31.6,52.1,100,0,COLD,DRY,Calm,223
2/21/2017,31.3,23.3,34.2,43.2,100,0,HOT,DRY,Calm,170
2/22/2017,27,23.5,34.3,43.4,100,0,HOT,DRY,Calm,163
2/23/2017,17.3,18.9,33.4,22,100,0,COLD,DRY,Calm,94
2/24/2017,2.2,14.5,33.4,18.1,81.7,0,COLD,DRY,Calm,15
2/25/2017,23,13.1,32.2,15.6,79.1,0,COLD,DRY,Calm,13
2/26/2017,12.6,13.2,32.8,17.9,77.9,0,COLD,DRY,Calm,#N/A
2/27/2017,14.8,15.4,34.1,20,81.4,0,COLD,DRY,Calm,200
2/28/2017,8.6,15.8,34.7,19,77,0,COLD,DRY,Calm,239
3/1/2017,15.1,14.2,34.5,16.9,76.2,0,COLD,DRY,Calm,239
3/2/2017,14,17.4,35.7,24.4,87.8,0,COLD,DRY,Calm,235
3/3/2017,22,20.5,36.8,26.4,93.2,0,COLD,DRY,Calm,175
3/4/2017,22.7,20.9,33.4,36.4,100,0,COLD,DRY,Calm,163
3/5/2017,20.9,21.6,33.3,47.6,100,0,COLD,DRY,Calm,139
3/6/2017,23,21.7,33.9,25,100,0,COLD,DRY,Calm,151
3/7/2017,20.2,19.7,34.3,32,100,0,COLD,DRY,Calm,182
3/8/2017,37.1,19.6,33.4,40.6,80,0,COLD,DRY,Windy,175
3/9/2017,17.6,18.2,33.1,45,100,0,COLD,DRY,Calm,151
3/10/2017,30.6,21.2,34.4,46.6,100,0,COLD,DRY,Calm,156
3/11/2017,24.8,21.2,31.3,56.7,100,0,COLD,DRY,Calm,123
3/12/2017,16.2,20.2,32.6,21.2,100,0,COLD,DRY,Calm,167
3/13/2017,21.6,17.2,31.5,22.2,78.5,0,COLD,DRY,Calm,163
3/14/2017,11.5,15.3,33.2,22.5,80.4,0,COLD,DRY,Calm,160
3/15/2017,15.8,15.9,33.3,14.7,78.8,0,COLD,DRY,Calm,186
3/16/2017,18.4,15,33.4,18.3,74.6,0,COLD,DRY,Calm,208
3/17/2017,16.9,16.1,34.7,25.6,81.1,0,COLD,DRY,Calm,237
3/18/2017,25.2,20.3,33.5,41.1,100,0,COLD,DRY,Calm,154
3/19/2017,64.8,18.8,35.9,20.1,100,0,COLD,DRY,Windy,177
3/20/2017,36.7,18.1,27.5,47.3,100,0,COLD,DRY,Windy,141
3/21/2017,32,16.4,32.7,32.5,100,0,COLD,DRY,Calm,172
3/22/2017,19.1,18.6,34.9,37.7,81.2,0,COLD,DRY,Calm,180
3/23/2017,20.2,21.2,35.2,39.9,89.6,0,COLD,DRY,Calm,188
3/24/2017,21.2,22.1,35.5,45,100,0,HOT,DRY,Calm,190
3/25/2017,24.1,23.7,35.1,48.2,100,0,HOT,DRY,Calm,129
3/26/2017,16.9,22.4,34.6,48.1,92.1,0,HOT,DRY,Calm,153
3/27/2017,22,24.4,36.5,43,100,0,HOT,DRY,Calm,163
3/28/2017,20.5,24.7,35.3,47.5,100,0,HOT,DRY,Calm,141
3/29/2017,23,25.4,35.6,49,100,0,HOT,DRY,Calm,132
3/30/2017,37.1,26.4,36.7,48,100,0,HOT,DRY,Windy,94
3/31/2017,9.7,26,36.6,46.3,100,0,HOT,DRY,Calm,121
4/1/2017,9.7,25.9,36.1,45.4,100,0,HOT,DRY,Calm,98
4/2/2017,9.7,26.8,35.6,49.8,82.2,0,HOT,DRY,Calm,122
4/3/2017,9.7,26.6,37.5,36.5,82.3,0,HOT,DRY,Calm,108
4/4/2017,9.7,26.6,34.7,53.3,81.5,0,HOT,DRY,Calm,105
4/5/2017,22,23,35.2,47.2,100,0,HOT,DRY,Calm,116
4/6/2017,15.5,23.1,34,56.7,100,0,HOT,DRY,Calm,137
4/7/2017,0,25.7,38.2,40.9,100,0,HOT,DRY,Calm,142
4/8/2017,0,26.1,38,44.3,100,0,HOT,DRY,Calm,141
4/9/2017,0,25.7,37.5,43.2,100,0,HOT,DRY,Calm,157
4/10/2017,6.1,26.6,39,30.1,100,0,HOT,DRY,Calm,149
4/11/2017,16.6,26.2,39.7,21,100,0,HOT,DRY,Calm,159
4/12/2017,21.6,25.2,39.6,25.2,95.1,0,HOT,DRY,Calm,164
4/13/2017,18.4,22.6,39.5,27.2,98.1,0,HOT,DRY,Calm,198
4/14/2017,21.2,20.4,40,23.4,95.4,0,COLD,DRY,Calm,220
4/15/2017,29.9,23.8,38.1,37.2,100,0,HOT,DRY,Calm,149
4/16/2017,16.9,24.5,35.8,32.5,100,0,HOT,DRY,Calm,98
4/17/2017,17.3,21.6,39.7,29.5,82.4,0,COLD,DRY,Calm,159
4/18/2017,19.1,25.2,39,33.9,100,0,HOT,DRY,Calm,141
4/19/2017,34.9,21.1,36.3,46.8,100,44.4,COLD,Rainy,Calm,102
4/20/2017,12.2,21.5,35.5,47.1,100,33.6,COLD,Rainy,Calm,114
4/21/2017,50.4,21.5,35.8,57.4,100,14.8,COLD,Rainy,Windy,116
4/22/2017,49.7,21.4,28.1,71.2,100,58.6,COLD,Rainy,Windy,95
4/23/2017,58.7,21.8,33.7,56.9,100,29,COLD,Rainy,Windy,135
4/24/2017,56.9,20.7,30.3,62.1,100,26.4,COLD,Rainy,Windy,112
4/25/2017,26.6,27,37.1,52.1,100,0,HOT,DRY,Calm,145
4/26/2017,12.2,27.6,37.9,50,88.1,0,HOT,DRY,Calm,150
4/27/2017,16.6,23.6,37.5,47.6,100,4.8,HOT,Rainy,Calm,147
4/28/2017,18.7,25,37.7,48.2,100,0.2,HOT,DRY,Calm,152
4/29/2017,33.8,24.7,37.8,45.9,92.6,0.8,HOT,DRY,Calm,117
4/30/2017,32.4,22.6,36.9,49.2,100,13.6,HOT,Rainy,Calm,151
5/1/2017,19.4,21.4,36.6,48.6,100,15.4,COLD,Rainy,Calm,108
5/2/2017,7.9,21.3,37,43.1,100,0,COLD,DRY,Calm,113
5/3/2017,15.8,26.7,38.4,40.5,100,0,HOT,DRY,Calm,167
5/4/2017,11.2,26.5,38.6,40.6,100,0,HOT,DRY,Calm,140
5/5/2017,6.1,24.5,37.3,44.1,100,3.4,HOT,Rainy,Calm,140
5/6/2017,23,27.3,37,47.1,100,0,HOT,DRY,Calm,112
5/7/2017,20.2,27.1,39.1,40.5,87.4,0,HOT,DRY,Calm,99
5/8/2017,21.6,27.2,38.8,42.9,100,0,HOT,DRY,Calm,123
5/9/2017,16.9,22.8,37.8,44.8,100,23.8,HOT,Rainy,Calm,107
5/10/2017,13.3,23.7,38.3,41.6,100,0,HOT,DRY,Calm,159
5/11/2017,47.2,24.7,38.9,39.6,100,2.6,HOT,Rainy,Windy,111
5/12/2017,11.2,24.5,40.5,34.4,100,0,HOT,DRY,Calm,142
5/13/2017,44.3,25.8,38.8,41.9,93.7,0.2,HOT,DRY,Windy,143
5/14/2017,17.6,24.8,38.8,45.2,100,0,HOT,DRY,Calm,125
5/15/2017,6.5,23.6,36.4,50.2,98.1,3.2,HOT,Rainy,Calm,92
5/16/2017,6.5,21.9,35.4,48.2,100,29.2,COLD,Rainy,Calm,100
5/17/2017,6.5,22.6,37.2,54.3,100,13.2,HOT,Rainy,Calm,125
5/18/2017,23,22.9,38.9,48.9,100,0.8,HOT,DRY,Calm,100
5/19/2017,16.9,28.7,40.5,37.3,100,0,HOT,DRY,Calm,132
5/20/2017,7.2,28.7,39.2,45.3,100,0,HOT,DRY,Calm,142
5/21/2017,16.2,29.1,41.6,38,92,0,HOT,DRY,Calm,124
5/22/2017,20.5,28.9,40.4,43,100,0,HOT,DRY,Calm,129
5/23/2017,16.6,28.7,41,40,100,0,HOT,DRY,Calm,130
5/24/2017,11.9,28.9,40.2,40.7,90.4,0,HOT,DRY,Calm,127
5/25/2017,11.9,28.7,39.8,43.1,93.3,0,HOT,DRY,Calm,107
5/26/2017,11.9,26,39.7,41.1,100,0.6,HOT,DRY,Calm,98
5/27/2017,11.9,25.8,40,38.6,100,0,HOT,DRY,Calm,128
5/28/2017,11.9,28,40.7,33.5,87.2,0,HOT,DRY,Calm,156
5/29/2017,0,26.7,39.8,39,100,6.4,HOT,Rainy,Calm,131
5/30/2017,0,26.2,33.1,64.5,100,3.4,HOT,Rainy,Calm,70
5/31/2017,19.8,26.4,37.1,56,100,12.6,HOT,Rainy,Calm,139
6/1/2017,10.4,24.2,36.7,62.5,100,59295.4,HOT,Rainy,Calm,96
6/2/2017,10.4,23.2,33.5,68.4,100,6475,HOT,Rainy,Calm,91
6/3/2017,2.9,29,38.2,50.4,85.5,0.4,HOT,DRY,Calm,99
6/4/2017,2.9,28.2,38,54.2,80.4,0.4,HOT,DRY,Calm,105
6/5/2017,2.9,23.9,36.6,57,89.2,334.8,HOT,Rainy,Calm,115
6/6/2017,2.9,24.8,39,47.1,89.6,0,HOT,DRY,Calm,139
6/7/2017,2.9,28.2,40.1,40.6,84.2,0,HOT,DRY,Calm,139
6/8/2017,2.9,28.3,38.8,45.2,83.3,28,HOT,Rainy,Calm,147
6/9/2017,13.7,28.2,38.5,45.4,84.4,3.2,HOT,Rainy,Calm,126
6/10/2017,0,28,39,42.5,83,1.2,HOT,Rainy,Calm,106
6/11/2017,0,27.1,32,69.8,89.2,1.8,HOT,Rainy,Calm,55
6/12/2017,0,25.6,27.1,83,100,26.8,HOT,Rainy,Calm,32
6/13/2017,0,25.8,36.2,64.2,100,4.2,HOT,Rainy,Calm,95
6/14/2017,0,28,36.6,55.7,86.2,5.2,HOT,Rainy,Calm,99
6/15/2017,0,27.3,35.3,55.2,85.7,0,HOT,DRY,Calm,81
6/16/2017,0,25.7,32.4,71.7,90.1,4.2,HOT,Rainy,Calm,63
6/17/2017,0,26.7,37.1,53.7,88.4,407.8,HOT,Rainy,Calm,101
6/18/2017,0,26.9,36.2,63.7,88.9,6.2,HOT,Rainy,Calm,104
6/19/2017,0,25.4,34,65.1,87.1,0,HOT,DRY,Calm,116
6/20/2017,0,25.4,33.7,56.9,85.1,0,HOT,DRY,Calm,125
6/21/2017,0,26.7,32.1,67.9,87.7,7.4,HOT,Rainy,Calm,117
6/22/2017,0,27.2,35.8,57.2,89.1,5.2,HOT,Rainy,Calm,102
6/23/2017,0,27.1,37.1,50,88.2,0,HOT,DRY,Calm,86
6/24/2017,0,27.6,36.3,54,83.9,0.4,HOT,DRY,Calm,73
6/25/2017,0,27.8,35.2,56.9,85.1,5.8,HOT,Rainy,Calm,42
6/26/2017,0,26.8,34.1,63,87.8,15.2,HOT,Rainy,Calm,36
6/27/2017,0,27.8,35.7,56.6,86.2,6,HOT,Rainy,Calm,35
6/28/2017,0,28.2,34.4,60.8,85.1,3.6,HOT,Rainy,Calm,44
6/29/2017,0,27.9,35.6,57,85.1,0.4,HOT,DRY,Calm,50
6/30/2017,0,27.8,36.4,55.2,85.1,0.4,HOT,DRY,Calm,59
7/1/2017,0,28.1,36.1,57.3,85.5,1.6,HOT,Rainy,Calm,54
7/2/2017,0,27.6,34.5,60.6,87.1,0.8,HOT,DRY,Calm,58
7/3/2017,0,25.4,32,74.2,91.7,105.2,HOT,Rainy,Calm,90
7/4/2017,0,26.1,33.3,68.3,89.9,12.4,HOT,Rainy,Calm,104
7/5/2017,0,26.4,34.3,70,90.3,76.6,HOT,Rainy,Calm,81
7/6/2017,0,27.2,36.3,58.8,90.5,0,HOT,DRY,Calm,87
7/7/2017,0,27.1,36.4,54.9,87.3,12,HOT,Rainy,Calm,96
7/8/2017,0,27.1,35.9,58.3,89,31.4,HOT,Rainy,Calm,99
7/9/2017,0,27.7,35.4,60,86.5,1.2,HOT,Rainy,Calm,82
7/10/2017,0,27,33.1,67.8,89.6,22.8,HOT,Rainy,Calm,93
7/11/2017,0,25.8,31.9,75.9,90.6,27,HOT,Rainy,Calm,97
7/12/2017,0,25.8,32.3,70.5,90.7,6.2,HOT,Rainy,Calm,90
7/13/2017,0,27.3,33.7,62.4,89.5,2.8,HOT,Rainy,Calm,82
7/14/2017,0,27.3,36.1,53,87.8,0.4,HOT,DRY,Calm,74
7/15/2017,0,27.6,37.6,46.9,86.2,0,HOT,DRY,Calm,86
7/16/2017,0,27.9,38.3,45.1,82.8,0,HOT,DRY,Calm,88
7/17/2017,0,26.7,38,48.3,88.4,13.6,HOT,Rainy,Calm,80
7/18/2017,0,28.6,36.9,51.9,79.3,0,HOT,DRY,Calm,78
7/19/2017,0,26.8,30.2,76.5,89.7,8.4,HOT,Rainy,Calm,50
7/20/2017,0,25.4,28.1,88,100,56.4,HOT,Rainy,Calm,71
7/21/2017,0,26.3,30.3,85.6,100,23,HOT,Rainy,Calm,59
7/22/2017,0,25.5,29.6,79.9,100,64,HOT,Rainy,Calm,60
7/23/2017,0,26,29.7,65.2,100,29.6,HOT,Rainy,Calm,65
7/24/2017,0,25.2,26.6,100,100,99,HOT,Rainy,Calm,66
7/25/2017,0,24.8,27.4,100,100,15.8,HOT,Rainy,Calm,94
7/26/2017,0,25.7,33.1,69.6,100,24.2,HOT,Rainy,Calm,88
7/27/2017,0,25.6,29,89.2,100,11,HOT,Rainy,Calm,99
7/28/2017,0,27,39,45,90.9,0,HOT,DRY,Calm,117
7/29/2017,0,27.8,37.3,51.5,85.8,0,HOT,DRY,Calm,115
7/30/2017,0,28.3,35.9,56.3,85.3,0,HOT,DRY,Calm,135
7/31/2017,0,27.6,39.5,44.1,86.2,0,HOT,DRY,Calm,118
8/1/2017,0,28.8,37.3,54,84.1,2.4,HOT,Rainy,Calm,105
8/2/2017,0,25.4,37.4,56.6,100,38.4,HOT,Rainy,Calm,119
8/3/2017,0,26.1,35.1,0,100,35,HOT,Rainy,Calm,129
8/4/2017,0,27.7,36.7,56.8,92.2,1.4,HOT,Rainy,Calm,101
8/5/2017,0,28.4,35.7,57.3,94.9,1.2,HOT,Rainy,Calm,73
8/6/2017,0,27.4,35.9,52.4,91.1,0.6,HOT,DRY,Calm,101
8/7/2017,0,26.3,34.4,61.5,100,46.8,HOT,Rainy,Calm,84
8/8/2017,0,27.7,36.1,55.4,92.8,9,HOT,Rainy,Calm,104
8/9/2017,0,27.5,35.1,57.1,92.7,1.6,HOT,Rainy,Calm,90
8/10/2017,0,27.4,31.9,73.8,93.1,3.4,HOT,Rainy,Calm,76
8/11/2017,0,27.5,32.7,67.9,94.1,3,HOT,Rainy,Calm,96
8/12/2017,0,25.7,29.4,77.8,100,68,HOT,Rainy,Calm,84
8/13/2017,0,25.9,34,64.4,100,19.6,HOT,Rainy,Calm,98
8/14/2017,0,27.1,35.1,59.8,87.1,0.2,HOT,DRY,Calm,125
8/15/2017,0,27.2,35.6,56.6,85.9,0,HOT,DRY,Calm,106
8/16/2017,0,28,33.1,66.2,85.9,0.2,HOT,DRY,Calm,143
8/17/2017,0,27.4,36.7,53.7,86.9,0.4,HOT,DRY,Calm,117
8/18/2017,0,27.5,34.8,61,82.8,0.8,HOT,DRY,Calm,80
8/19/2017,0,27.7,35.4,52.9,84.4,3.4,HOT,Rainy,Calm,68
8/20/2017,0,27.5,35.3,55.2,85.3,4.6,HOT,Rainy,Calm,84
8/21/2017,0,27.3,39.3,43.5,86.9,6.4,HOT,Rainy,Calm,113
8/22/2017,0,26.5,34.6,62,87.7,2.6,HOT,Rainy,Calm,101
8/23/2017,0,25.8,34.5,60.8,88.1,2.2,HOT,Rainy,Calm,76
8/24/2017,0,27.4,37.4,52.2,87.3,2.2,HOT,Rainy,Calm,76
8/25/2017,0,28,38,49.8,85.1,2.6,HOT,Rainy,Calm,84
8/26/2017,0,27.7,36.1,54.9,84.7,5.6,HOT,Rainy,Calm,73
8/27/2017,0,26.2,35.1,57.4,86.9,3.4,HOT,Rainy,Calm,63
8/28/2017,0,26.9,34.4,61.6,87,1.8,HOT,Rainy,Calm,73
8/29/2017,0,27.7,36,52.8,85.7,1,HOT,Rainy,Calm,83
8/30/2017,0,27.6,37.9,48.5,84.6,0.6,HOT,DRY,Calm,75
8/31/2017,0,27.8,35.4,59.3,82.7,1.4,HOT,Rainy,Calm,84
9/1/2017,0,27,35.2,57.8,87.1,8.2,HOT,Rainy,Calm,61
9/2/2017,0,26.5,34.2,62.4,87.1,14.2,HOT,Rainy,Calm,69
9/3/2017,0,26.9,36.4,56.1,87.3,9.2,HOT,Rainy,Calm,77
9/4/2017,0,27.2,36.7,55.8,87.7,12.2,HOT,Rainy,Calm,85
9/5/2017,0,27.2,36.6,56.1,87.7,6.2,HOT,Rainy,Calm,117
9/6/2017,0,27.7,39.5,39.4,85.7,0,HOT,DRY,Calm,150
9/7/2017,0,27.9,38.3,45.6,84.1,0,HOT,DRY,Calm,#N/A
9/8/2017,0,28.3,36.7,52,83.9,0,HOT,DRY,Calm,#N/A
9/9/2017,0,28.1,36.3,53.7,85.9,0,HOT,DRY,Calm,#N/A
9/10/2017,0,28,35.6,56,86.2,0,HOT,DRY,Calm,#N/A
9/11/2017,0,25.2,31.9,68.7,87.9,5.4,HOT,Rainy,Calm,116
9/12/2017,0,25.6,35.2,59,89.3,0,HOT,DRY,Calm,99
9/13/2017,0,27.1,37.1,51,86.6,8.6,HOT,Rainy,Calm,117
9/14/2017,0,27.2,37.8,47.3,88.2,0,HOT,DRY,Calm,98
9/15/2017,0,27.4,39.1,45.2,84.9,0,HOT,DRY,Calm,130
9/16/2017,0,28,39.7,44.5,83.9,0,HOT,DRY,Calm,122
9/17/2017,0,27.1,32.3,64.8,84.4,0,HOT,DRY,Calm,115
9/18/2017,0,26.4,36.4,54,88.5,35.2,HOT,Rainy,Calm,58
9/19/2017,0,26,32.6,70.5,90.8,16.2,HOT,Rainy,Calm,56
9/20/2017,0,26.8,33.1,67.8,89.1,2.2,HOT,Rainy,Calm,73
9/21/2017,0,27.4,34.5,57.6,88.2,0,HOT,DRY,Calm,84
9/22/2017,0,27.1,37.1,49.5,87.4,0,HOT,DRY,Calm,83
9/23/2017,0,27.6,39.3,41.8,84.2,0,HOT,DRY,Calm,#N/A
9/24/2017,0,28.3,38.4,48.3,84,0,HOT,DRY,Calm,135
9/25/2017,0,28.7,38.8,48.7,85.4,0,HOT,DRY,Calm,151
9/26/2017,0,28.1,36.2,54.3,85.9,0,HOT,DRY,Calm,164
9/27/2017,0,28,34,60,86.2,0,HOT,DRY,Calm,159
9/28/2017,0,25,33.9,65,100,41.6,HOT,Rainy,Calm,89
9/29/2017,0,25.5,30.1,100,100,29.4,HOT,Rainy,Calm,55
9/30/2017,0,26.3,34.4,62.4,100,4.6,HOT,Rainy,Calm,104
10/1/2017,0,25.7,34.9,59.2,100,5,HOT,Rainy,Calm,120
10/2/2017,0,26.2,35.4,57.2,100,0,HOT,DRY,Calm,104
10/3/2017,0,26.7,36.3,51.7,87.1,0,HOT,DRY,Calm,147
10/4/2017,0,26.7,38.9,45.2,86.8,7.4,HOT,Rainy,Calm,115
10/5/2017,0,27.8,35.2,55.6,86.9,0,HOT,DRY,Calm,116
10/6/2017,0,26.5,37.2,44.8,86.2,0,HOT,DRY,Calm,137
10/7/2017,0,26.5,34.5,55.9,83.4,0.4,HOT,DRY,Calm,69
10/8/2017,0,26.4,29.3,73.6,86.3,2,HOT,Rainy,Calm,49
10/9/2017,0,24.7,26.8,84,100,49.8,HOT,Rainy,Calm,52
10/10/2017,0,26.1,33.3,61.9,100,1,HOT,Rainy,Calm,86
10/11/2017,0,25.2,37.6,46.9,89.6,0.4,HOT,DRY,Calm,117
10/12/2017,0,26.9,35,52.6,85.7,0.4,HOT,DRY,Calm,126
10/13/2017,0,26.4,37.6,46.5,87.4,0.4,HOT,DRY,Calm,73
10/14/2017,0,26.4,37.1,47.4,84.2,0.4,HOT,DRY,Calm,64
10/15/2017,0,27.1,37.3,47,83.3,0.4,HOT,DRY,Calm,137
10/16/2017,0,25.7,38.4,38.7,85.1,0.6,HOT,DRY,Calm,169
10/17/2017,0,25.4,37.3,45.8,85.7,0,HOT,DRY,Calm,164
10/18/2017,0,27.8,35.4,51.4,84.2,0.2,HOT,DRY,Calm,108
10/19/2017,0,25.8,33.5,57.9,87.9,0.8,HOT,DRY,Calm,74
10/20/2017,0,24.9,26.5,86.2,100,1.6,HOT,Rainy,Calm,53
10/21/2017,0,22.5,25.5,100,100,2.2,HOT,Rainy,Calm,42
10/22/2017,0,21.8,33.7,55.4,100,1.8,COLD,Rainy,Calm,79
10/23/2017,0,23.2,34.8,52.6,88,1.4,HOT,Rainy,Calm,133
10/24/2017,0,22.3,34.2,56.7,88.7,39.2,HOT,Rainy,Calm,154
10/25/2017,0,22.9,33.4,57.2,100,0,HOT,DRY,Calm,173
10/26/2017,0,23.8,32.9,51.4,88.4,0,HOT,DRY,Calm,153
10/27/2017,0,21.9,35.3,31.9,88.6,0.4,COLD,DRY,Calm,169
10/28/2017,0,22.2,32.9,46.5,84.5,0,HOT,DRY,Calm,163
10/29/2017,0,22.3,32.8,49.1,85.9,0,HOT,DRY,Calm,164
10/30/2017,0,20.3,26.3,59.1,83.6,0.6,COLD,DRY,Calm,136
10/31/2017,0,19.2,30.6,52.7,87.6,0,COLD,DRY,Calm,#N/A
11/1/2017,0,19.9,32.7,40.7,87.5,0,COLD,DRY,Calm,#N/A
11/2/2017,0,20.2,33.9,41.8,85.5,0,COLD,DRY,Calm,#N/A
11/3/2017,0,20.5,35,38.6,85.2,0,COLD,DRY,Calm,#N/A
11/4/2017,0,20.2,37.5,36.6,86.7,0,COLD,DRY,Calm,#N/A
11/5/2017,0,23.1,36.1,39.7,83.2,0,HOT,DRY,Calm,#N/A
11/6/2017,0,21.2,35.2,37.7,85.9,0,COLD,DRY,Calm,#N/A
11/7/2017,0.7,21.1,35.3,35.9,85.1,0.2,COLD,DRY,Calm,#N/A
11/8/2017,0,20.4,35.5,39.7,84.3,0,COLD,DRY,Calm,#N/A
11/9/2017,1.1,20.2,34.9,36.4,85,0,COLD,DRY,Calm,#N/A
11/10/2017,0,19.9,34.2,37.8,84.1,0,COLD,DRY,Calm,#N/A
11/11/2017,1.1,19.2,33.8,37.8,83.8,0,COLD,DRY,Calm,#N/A
11/12/2017,0,19,34.9,34.3,85,0,COLD,DRY,Calm,#N/A
11/13/2017,0,20.7,36.8,30.4,80.5,0,COLD,DRY,Calm,140
11/14/2017,0,20.6,34,42.6,82.4,0,COLD,DRY,Calm,131
11/15/2017,2.2,21,25.7,58.3,100,8,COLD,Rainy,Calm,131
11/16/2017,2.2,20.4,24.3,86.5,100,2,COLD,Rainy,Calm,84
11/17/2017,0,22.6,29.3,63.6,100,2.8,HOT,Rainy,Calm,87
11/18/2017,0,23.3,32.3,58.2,100,0,HOT,DRY,Calm,120
11/19/2017,0,23.1,34.4,46.3,86.2,0,HOT,DRY,Calm,150
11/20/2017,0,20.5,33.4,37.7,85.5,0,COLD,DRY,Calm,185
11/21/2017,0,17.1,32.1,28.5,83.5,0,COLD,DRY,Calm,206
11/22/2017,0,14.2,31.4,23.3,82.4,0,COLD,DRY,Calm,183
11/23/2017,0,14.6,29.5,34.6,81.2,0,COLD,DRY,Calm,229
11/24/2017,0,15.3,30.7,34.8,82.3,0,COLD,DRY,Calm,205
11/25/2017,0,14.3,30.8,28.8,82.1,0.2,COLD,DRY,Calm,205
11/26/2017,0,13.7,30.7,28.8,82.1,0,COLD,DRY,Calm,205
11/27/2017,0,15.3,30.6,39.5,84,0,COLD,DRY,Calm,191
11/28/2017,1.8,14.7,30.3,20.9,84.8,0.2,COLD,DRY,Calm,297
11/29/2017,0,13.8,29.6,30.8,84.3,0,COLD,DRY,Calm,284
11/30/2017,1.4,14.1,30.6,31.4,88.1,0.2,COLD,DRY,Calm,209
12/1/2017,0,14.3,32.2,32.7,84.6,0,COLD,DRY,Calm,192
12/2/2017,0,14.3,31.5,35.5,83.1,0.2,COLD,DRY,Calm,202
12/3/2017,0,13.8,31.1,28.3,85.9,0,COLD,DRY,Calm,167
12/4/2017,0,14.6,30.3,30.8,82.7,0.2,COLD,DRY,Calm,182
12/5/2017,0,13.8,30.8,34,83.9,0,COLD,DRY,Calm,195
12/6/2017,1.1,14.1,29.1,39,84.7,0.2,COLD,DRY,Calm,185
12/7/2017,0,14.5,29.4,39.8,85.3,0,COLD,DRY,Calm,183
12/8/2017,0,19.8,25.4,58.6,81.5,0.6,COLD,DRY,Calm,178
12/9/2017,1.4,19.5,23,73.2,100,17.8,COLD,Rainy,Calm,#N/A
12/10/2017,0,21,26.3,84.5,100,9.6,COLD,Rainy,Calm,#N/A
12/11/2017,0,20.4,26.7,78.5,92.5,0.4,COLD,DRY,Calm,#N/A
12/12/2017,0,19.8,30.5,52,91.4,0.4,COLD,DRY,Calm,#N/A
12/13/2017,0,18.6,30.7,51.4,86,0.4,COLD,DRY,Calm,#N/A
12/14/2017,0,17.1,31,37.7,85.2,0.4,COLD,DRY,Calm,#N/A
12/15/2017,1.4,16.2,29.4,36.2,83.3,0.2,COLD,DRY,Calm,#N/A
12/16/2017,0,12.9,29,34.4,83.7,0.8,COLD,DRY,Calm,#N/A
